host_name,host_since,host_response_time,host_id,host_about
Keith,2/17/11,within an hour,395823,"We have been hosting and traveling on Airbnb for many years now, and love every bit of it. We truly believe its a chance to see the city you are visiting like a local, and we make sure to help with that. 

Dallas has been our home for over a decade and we think it has so much to offer. We are always willing to help find a cool place to eat or a fun local bar. 

Hosting guests started out as a side hobby but has turned into a full-time gig, and we wouldn't have it any other way. We are passionate about making sure you have a seamless comfortable stay and if it's your first time booking on Airbnb we aim to make you an Airbnb booker for life. We have hosted celebrities, workgroups, families, weddings, and everything in-between. 

We are excited to host you and your group, please reach out with any questions at all! "
Sarah,2/26/18,within an hour,175494578,
Pamela,3/4/18,within an hour,176573938,"I am full of  ""Wanderlust.""  My life is filled with art!  I am a photographer, painter and writer.  I love Chihuahuas!  My passions include fostering elephants in Kenya,  interior design and travel to exotic locations.  I am a collector of one-of-a-kind items that I sell under ""Notably Curated"" many of which you will see in my Airbnb. I'm an expert on the best tacos in Dallas and love Italian food as well.  I'm energetic, fun and interested in others."
Blake,12/2/14,within an hour,24407447,"I am a full time Airbnb host and real estate investor who loves to explore new places. Love a nice afternoon of golf or tennis followed up with a good German beer. 

Cheers! "
Kevin,12/9/15,within a day,50952539,
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Gwen,3/8/18,within an hour,177345712,"I could be easily be described as eccentric!  I love people, dogs, corn dogs, music, art and doing random acts of champagne and flower bouquets.  I wrangle heart shaped cactus that I sell and have a green thumb which can sometimes be a curse.  I usually do things “big” or not at all.  I enjoy boating in SW Florida, and cruising around with my “foster fail” pup Lucy in my bad a$$ pink golf cart.  We ride my Kawasaki mule in Texas and have a really big infatuation with the neighbors horses, Christmas lights (and lights in general).  I love to shop!  I’m happily married, a friend, sister and now an Airbnb host, of which I aspire to be a great one!   My sister Pam co hosts, it’s a family affair, and we take pride In our space and our City.  If just one wish was granted to me (besides unlimited more wishes) I would use it to rid the world of disease, specifically Parkinson’s Disease.  That’s some of my story and it’s all true."
Joseph,8/22/14,within an hour,20415278,"I grew up in Ohio, but moved to Dallas in 1994. I work from home in software development. 
I’ve been fortunate enough to have traveled extensively throughout the world.  I love sharing my travel experiences and enjoy hearing about new and exciting places from others. 
I have a variety of other interests including hiking, adventure travel, theatre, opera, art, concerts, and cooking."
Annette,3/4/18,within an hour,176546660,Currently living in Dallas Texas
Vera,2/8/16,within an hour,57933646,"Welcome to our space! We love connecting with old and new friends and hope to make your stay here comfortable. We have lived in the Dallas area for over a decade. We can give you some great suggestions if you're looking for somewhere to eat or just something to do. We both love hanging out in Deep Ellum where you can find some of the best live music around and we also love just going to see a movie at Alamo Draft House, right outside of downtown."
Stephane Paul,3/16/18,within a day,178878827,"Hello and welcome to Dallas! 
My name is Stephan, very easy going guy , career focused and dedicated to my chosen family. I travelled all over the world and am always happy to meet new people. We are looking forward to your visit to the Big D. All the best!!"
One-Ten,3/21/18,N/A,179790780,
One-Ten,3/21/18,N/A,179790780,
One-Ten,3/21/18,N/A,179790780,
One-Ten,3/21/18,N/A,179790780,
One-Ten,3/21/18,N/A,179790780,
One-Ten,3/21/18,N/A,179790780,
Yvonne,3/31/17,within an hour,123604044,"I am retired after 20 years as an office manager with DallasISD, and my husband is retired after 35 years as a Nat’l Sales Mgr. from Interstate Batteries, Inc.  We enjoy meeting new people, so thought this might be a great way to do that and make a little extra money in retirement.  We love animals, but only have one sweet Schnoodle (poodle/schnauzer), Addie, that loves everyone and does not shed - so hypoallergenic!  We also love to sit outside and watch the birds at our feeders.  Jim is a Racketball player and I am a Pickleball player - loving retirement!  "
Jason,9/3/14,within an hour,20874494,Travel is one of my greatest passions. I’m also building a volunteer impact platform and enjoy getting people set up.
Ashleigh,1/11/16,within an hour,54278420,I use Airbnb because I want to experience the heart of the places I visit. I love sharing recommendations in my hometown and can let you in on some local secrets.
Juan Carlos,7/13/16,within a few hours,83610363,I like traveling and meeting people from all over the world.
D,9/16/15,within a few hours,44313175,"Love traveling and new experiences.  As fun as it is to get a new stamp in the passport, making lasting memories is what fuels my passion for adventure.  Love extending the great hospitality that I've received over my experiences."
Eugene Jose,9/3/16,within an hour,93232901,"Excited to have you as our guest! As Airbnb hosts and travelers, we love exploring cities, connecting with cultures, and trying diverse cuisines. Food is our passion, and we believe it reveals a place's essence. With hosting experience, we respect homes and aim for a great community. We're here for your comfort and memorable stay. Reach out for anything you need. Enjoy a journey of delightful discoveries!"
Zachi,12/26/16,within an hour,108514926,
Wasif,5/11/14,within an hour,15376430,"Dallas>Sydney>London>Dubai>Brooklyn>Dallas

World traveler who has landed back in Dallas! Love to travel and glad to welcome you to my home! I was raised in Dallas so have plenty of recommendations on things to do and places to go and eat. 

There are tons of great restaurant options here and lots to do when the sun is shining which seems to be all the time! I will be happy to guide you along the way and have a nice list of recommendations in the room on restaurants and bars/nightlife. "
Elizabeth,9/23/14,within an hour,21699077,"Don and I have lived in historic East Dallas for over 10 years.  We love this part of town and the historic architecture of our area.  We are close to everything, without being in heavy traffic.  We love that we are just a short cab ride or bike ride to Deep Ellum, Baylor, Parks, Bike Trails, Downtown, Uptown, and Lakewood.  My husband and I own and manage our own apartments and live close by.  I'm usually just a text or phone call away.  We recently purchased property and manage some beautiful historic properties in Vicksburg, Mississippi!  Please come visit us in Vicksburg too!  It is a Beautiful charming historic riverfront town!  You will fall in love with the architecture and this charming town!  We sure have!"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Summer,9/5/16,N/A,93660119,Avid traveler and design enthusiast who gets great joy in combining my passions and sharing  my spaces with fellow travelers! 
Grady,12/7/13,within an hour,10487666,I'm a world traveler who is happy to extend the hospitality I have received to others. I've poured a lot of labor and love into The Urban Cloud. My joy comes from sharing it.
Reginald,4/22/18,within an hour,185715595,"We enjoy spending time with family and traveling the world.  We, also, enjoy reading self-help books, in addition to the BIBLE, and viewing super hero movies.We can't live without the WORD, each other, and  our children. 

As hosts we are available, but not intrusive. We try to provide a pleasant environment to augment our guests total experience.

MOTTO: Matthew 20: 25-28 & 22:37-40

May the LORD bless you.

The Hunters"
Doug,8/20/13,within an hour,8284054,"Dallas, Texas"
Matthew,8/31/15,within an hour,43042344,Professional Hosts to make sure your stay is perfect.
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Rachel,12/7/15,within an hour,50737070,"I grew up in Grand Rapids, Michigan, and have lived in DFW for 10 years. I am extremely outgoing and hospitable. I love making a nice home and making guests feel welcome. I host several airbn listings and travel frequently. 

I can make great recommendations on area activities and events and also the best local food and spirit places in town. My life motto is there are no strangers in life, just friends you haven't met yet. "
Edina,5/10/18,within a day,188960047,I am a professional musician working for the local symphony. I have this condo to be able to host my musician colleagues when they come from outside of Dallas to join our string quartet.
Laurie,7/19/15,N/A,38950383,"As a native Dallasite, the city motto should be ""I can, We can.""  Here, respect and consideration go a long way.  Together, let's  make it happen!   The vibe here is positive and progressive where dreams become realities.  Thank you, Airbnb, for making your dream, our dream.   I and my son look forward to your stay and offering Texas experiences."
Flo Management,2/23/17,within an hour,117804708,
Larissa,4/28/14,within an hour,14853340,"I love to travel and take on new adventures. I am a total foodie in all categories, if you need any recommendations on places to eat I'm the go to. I also live to try out new social spots!!"
Dipesh,6/17/12,N/A,2662573,I am a management consulting professional based in Dallas.  My wife and I enjoy travelling and we try to avoid hotels if at all possible.
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Lisa,5/21/18,within an hour,190824556,
Vera,12/30/13,within an hour,10901678,"They say “love what you do.” We do.
#Hostforlife #Airbnb"
Ruwani,5/24/18,within an hour,191412276,"Food is a big part of my life, since I am a dietitian. I always look forward to a great meal, either from my kitchen, or at a special restaurant. Being in good company while eating makes it even better! 
My interests include reading, cooking, art shows, and yoga.  
I wish for everyone to make the most out of life. ""Why be alive if you are not living!"""
Nora,5/2/18,N/A,187549121,I love to travel but stay busy working as a caregiver. Love to cook especially Indonesian food which is where I came  from . 
Faye,1/30/14,within a day,11775451,"I love community, nature, art, travel and all things charming or delicious (mostly veggies). I live and play in the North Oak Cliff neighborhood of Dallas and teach at a mindfulness-based elementary school up the street."
Rob,6/5/16,within an hour,76039395,
Carpediem,6/4/18,within an hour,193512222,"Our goal is to make sure you have the best experience possible when staying in one of our homes. We pay the utmost attention to detail from decor down to amenities and strive to offer a clean + comfortable five-star worthy stay every time. As a small business, we take pride in our outstanding hospitality service and are happy to answer any questions you may have. Welcome home to Carpediem. :)"
Chon,7/3/16,within an hour,81426399,"Fun, loving, creator who enjoys making music, living colorfully and finding joy in the small things."
Peaceful Dwellings,1/22/17,within an hour,112627405,"Peaceful Dwellings LLC specializes in customer service!  It is led by a husband & wife team who are both licensed realtors & property managers. We are also blessed to have 3 other Texans on our team that align with our values. No outsourcing here! We are proud to ensure that our guests ""Love Where They Stay"" whether it is one night or their forever home! Check out our reviews- our guests love our customer service :)."
Stefania,6/13/18,N/A,195454890,"I grew up in Tignale (Lago di Garda) Italy, studied in Milan and moved to Dallas in 2011. I am a designer and I practice in the field of Commercial and Residential Architecture.  I am passionate about meeting inspiring people, respecting the planet and creating nice spaces and experiences.

Here I am pictured with my grandmother Santuzza, we were roommates during college.

"
Susie,6/16/18,N/A,196015219,
Kelsea,12/1/15,within a few hours,50284779,"I'm a born and raised Dallasite who loves real estate, traveling, and cooking. I am happy to help with any questions you have so that your stay in Dallas is fantastic!

I started Dallas Furnished Homes to provide stress-free stays for Corporate Housing, Relocation, Construction/Renovation, and other housing needs. We are a family run company offering luxuriously furnished homes with backyards, not tiny corporate apartments with large management companies. Our neighborhoods are extremely quiet, safe, and well located. Our properties are well laid out and have everything you need to be your home away from home."
Jorge,7/28/13,within an hour,7786221,"phone number: (Phone number hidden by Airbnb)
My wife and I have lived in Dallas for 30 plus years. We call Dallas our home.  We built our home, 2231 Hondo in 2015. The Guest Apartment is new. It was completed in May 2018. I will retire from a 40 year financial services career at the end of 2018.  So hosting our Guest Apartment will be my responsibility."
Joshua,8/28/16,N/A,92298155,"I’m a Blonde Expert, Color Correction specialist and Stylist for 27 years.  Who was born and raised in Sulphur, Louisiana right outside New Orleans. Also lived in Nyc, Miami, Nashville and Houston. I’m Proud to call Dallas, Texas my Home since 2008. Have a few close friends and family living in the Big “D’”.  It’s also my Pleasure to share my many resources and connections. I’m a private, very clean person and take My Guests Seriously.

  
"
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Jay,12/17/13,within a day,10674841,Business professional that travels for work and fun.
Nancy,4/10/14,within an hour,14138202,"We provide a comfortable, convenient, and cozy stay for you while traveling to Dallas, Texas. Please send us a message with your needs and we can accommodate your needs!"
Joann,5/28/19,N/A,264747852,
Audie,3/13/15,within an hour,29282195,"Hi.  Welcome to my home.  I hope you enjoy it as much as I do!
  "
Nitin,12/4/15,within an hour,50537473,
Donna,7/7/16,within a few hours,82337322,"I grew up on the Navajo nation in New Mexico and have always been a nomad, traveler, seeker of new spaces and people.  Love, Love, Love nature and you'll most likely find me in the water playing with marine life or doing yoga/meditation in Sedona, AZ or on the beach in Cali or Costa Rica - virtually anywhere I can hear the ocean or put my back next to a big tree. "
Jose,2/11/16,within an hour,58405314,I love to share my home with good people :)
Avi,5/20/14,within an hour,15751176,"מבקר את אמא שלי , אני גר  באמריקה  ,בארץ לתקופה קצרה יש מצב שאני יעריך"
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
David,5/12/15,within a few hours,33211303,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Jeffrey,3/30/16,within an hour,65072487,
Karen,8/10/18,within an hour,208713034,"Luxury Real Estate Broker
Dallas Texas Native
"
Veronica,2/21/17,within an hour,117540337,"Managing this Airbnb property with my Family, cohost, we will respond to all questions, calls and texts very quickly and thoroughly, while respecting your desire for privacy. We are all 100% committed to our welcomed Guests having the best stay possible. "
Catherine,10/8/17,within a few hours,153830968,
L.C.,8/17/18,N/A,210178188,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Leah,10/6/11,within an hour,1257156,"Hi - Welcome to Dallas, TX!

I travel often for work and while I am away, I open up my home for others to rent. I only ask that while you are in my space that you respect my personal items as they are a reflection of me and my international travels.

Please let me know if I can answer any questions and I hope you enjoy staying in my home !"
Brooke,8/6/18,within an hour,207792786,"We've been welcoming guests home since 2018.  When it comes to hosting, we blend southern hospitality with a touch of eclectic style to create a comfortable and memorable experience for our guests. Your comfort is our highest priority which is why we provide our guests with a 24/7 concierge service. We make sure every guest receives the  ""V.I.G."" (Very Important Guest)  treatment. It is our pleasure to Welcome You Home!"
Vickie,8/21/18,within an hour,211007958,"I am originally from Dallas, Texas.  I love to travel and have used airbnb in the past.  I am excited to be a host.  I want your stay to go well, if you need assistance, please don't hesitate to reach out to me.  Otherwise, I will leave you to enjoy your stay."
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Tim,2/3/13,within an hour,4952226,We are real estate investors in Dallas. We like to relax at home and spend time with friends.
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Jessica Loren,1/20/15,within an hour,26438693,"My Husband and our Team manage several corporate housing options around the Dallas DFW Metroplex, Furnished and Unfurnished, Short-term and Long-term.  We also help travelers transition into properties for purchase, renovate and remodel their property, and sell their current properties, as well as provide a variety of a la carte property upgrades to full renovations. "
Zachi,8/22/18,within an hour,211225279,
D,8/28/18,a few days or more,212339137,"Wife, mom and constant entrepreneur. Lover of   family and good times."
D,8/28/18,a few days or more,212339137,"Wife, mom and constant entrepreneur. Lover of   family and good times."
Jaxsie,4/29/14,within an hour,14879587,"Texas native who loves travel, food and fun. "
Barry,11/16/15,within an hour,49195938,
Katrina,3/11/14,within an hour,13030399,"Hi! I’m an Oak Cliff native who loves to host. I like to travel, knit, and explore! "
Katrina,3/11/14,within an hour,13030399,"Hi! I’m an Oak Cliff native who loves to host. I like to travel, knit, and explore! "
Scott,8/24/18,N/A,211470588,I enjoy travel and exploring new places. I have been a Superhost since 2019 and get satisfaction from hearing about guests positive experiences staying at my property.
Damein,9/17/18,within a day,215956509,
Mac,7/21/16,within an hour,85191538,"I am an avid Airbnb host, traveler, and sports enthusiast. I graduated from the University of Mississippi with a bachelor's degree in finance. I am a real estate investor and youth lacrosse coach. I love to meet new people, build relationships, and overcome new obstacles. My goal is to create the very best experience for my guests when they visit my home. After staying at Airbnb's in destinations such as Prague, Rome, Florence, Madrid, Barcelona, and many more, I have a great understanding of what it takes to be a terrific host. I strive to replicate those same great experiences for my guests!"
Deisy,11/8/21,N/A,430957331,
Patricia,10/22/15,within a few hours,47182415,"I am now a senior in life's journey. I have always loved people and enjoy just about everyone I meet. My life has been filled with lots of family time and the responsible that comes with a family. I have four daughters and a son. Now I am a Nana that love to be helpful,  hang out with my grandchildren, teach them, learn new things, travel, meet new people, and spread the love. I like watching a good movie ,shopping ,and visiting my elders. I like inspiration, sci-fi, and adventure. Germany was a place I enjoyed years ago and I plan on returning there to visit and see the changes. I love seafood ,and just about everything else we enjoy eating here in America. I enjoy my home and love sharing it with others. My favorite thing to do outdoors is to bird watch and listen to the water flowing from the creek. I also like playing in the water ,since I can't swim. The grandchildren love the swim and are very swimmers to been so young. As the seasons change ,I love to sit by outdoor fireplace ,enjoy the warm flames and look at the bright star patterns. As your host I which you  to have enjoyable stay, share your love, be safe, relax, and get refreshed. "
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Gia,6/30/14,within an hour,17479665,
Zachi,8/22/18,within an hour,211225279,
Jon,9/11/12,within an hour,3540076,"I grew up in Frisco and Dallas, I have lived in Denver, Austin, and India."
Linda And Maika,10/4/17,within an hour,153268486,"Hello, My name is Linda Beckner your Airbnb host and my daughter Maika helps out! I have been living in the Lakewood area for the past 30 years and only have great things to say about the community. We are avid runners and have met many friends through races and around White Rock Lake. I have two amazing kiddos and raised them both in Lakewood. We are around and want to share our great community with others. "
Jay,11/8/13,within an hour,9891290,"Welcome to Dallas! I am looking forward to hosting you. I am from Maryland but have also lived in Florida and Buenos Aires. Billy will help with answering questions about Dallas & getting around. Felipe will take care of routine maintenance and lives just around the corner. I’m the only one who lives in the apartment. 

Safe walkable neighborhood has everything within a short distance including 6 restaurants, UPS, grocery, etc"
Christopher,10/7/18,a few days or more,219338058,
Vera,2/8/16,within an hour,57933646,"Welcome to our space! We love connecting with old and new friends and hope to make your stay here comfortable. We have lived in the Dallas area for over a decade. We can give you some great suggestions if you're looking for somewhere to eat or just something to do. We both love hanging out in Deep Ellum where you can find some of the best live music around and we also love just going to see a movie at Alamo Draft House, right outside of downtown."
Angela,9/12/13,within an hour,8804876,
Matthew,8/31/15,within an hour,43042344,Professional Hosts to make sure your stay is perfect.
Tim,2/3/13,within an hour,4952226,We are real estate investors in Dallas. We like to relax at home and spend time with friends.
Matthew,8/31/15,within an hour,43042344,Professional Hosts to make sure your stay is perfect.
Zachi,8/22/18,within an hour,211225279,
Corporate,10/29/19,N/A,305350123,"Regal Stays is the leader in corporate accommodation with operations in Dallas, TX, USA, Melbourne Australia and Toronto Canada.

We have been providing quality corporate accommodation in Melbourne, Toronto and Dallas since we started the operations in 2012. Since then Regal Stays is a devoted and distinguished provider of luxury transient residences, offering our guests ideally located, affordable alternatives to indulgence hotels accommodations for business tours, as well as protracted stays. Regal Stays believe in offering spacious and specially selected elements that simply exceed the requirements of our corporate guests and clients. Our comfortable and elegant furnished transient living elucidated solutions give amenities which deliver our guests home like comforts and relaxation, which gives delightful joy to our valued guests.

Regal Stays’s achievements are due to our conviction that our vision of the business is to serve our valued guests abundantly, more focused towards our services and our guests’ satisfactions. Our vision keeps us more towards helping our guests, making them more relaxed and comfortable, giving our guest a memorable journey of joy at Regal Stays. Regal Stays is operated under the name of Royal Stays in Melbourne Australia and Toronto Canada."
Steve,11/5/18,N/A,224408066,
Craig,11/7/18,N/A,224682463,
Ryan,10/7/14,within a few hours,22255852,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,1/21/17,within a day,112593570,"Fresh Start here :) 

We pride ourselves in exceptional responsive customer service and providing our customers with high-end temporary housing for all occasions. From fully furnished corporate housing and furnished apartments rentals to vacation rentals Corporate Housing Travelers has the perfect apartment for your next stay.

"
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Kelsea,4/19/13,within an hour,5999198,"I love to travel! And when I can’t travel, travel comes to me. That’s what I love about hosting. I have been hosting since early 2016, starting with a guest room in my home. I love showing people my favorite things and hidden gems in a city and providing them with beautiful, relaxing spaces to come home to. Me, my husband, daughter, and two dogs are often on the road exploring new places."
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Micah,12/17/14,within an hour,24921413," I'm Micah.  I have a language fluency training company  that teaches all over the world,  and I speak 4 languages. I absolutely live for traveling and reading literature. "
Tron,9/30/18,N/A,218095119,"Originally from Michigan, very outgoing, Friendly, understanding, loves to travel ."
Elias,7/9/15,within an hour,37953969,"I manage several properties for Comfort Living Texas, a rental management company  offering short and long-term rental residences. I strive to excel in hospitality and make sure our guests and tenants have a wonderful experience at our properties."
Elias,7/9/15,within an hour,37953969,"I manage several properties for Comfort Living Texas, a rental management company  offering short and long-term rental residences. I strive to excel in hospitality and make sure our guests and tenants have a wonderful experience at our properties."
Amanda,8/3/16,within an hour,87715890,
Amanda,8/3/16,within an hour,87715890,
Amanda,8/3/16,within an hour,87715890,
Nancy,4/10/14,within an hour,14138202,"We provide a comfortable, convenient, and cozy stay for you while traveling to Dallas, Texas. Please send us a message with your needs and we can accommodate your needs!"
Illona,7/24/18,within an hour,204747545,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Nick,11/26/17,within an hour,160117825,"Hey all! Welcome to my Airbnb! I absolutely love traveling and meeting new people, which is why I love being an Airbnb host so much! I hope you all enjoy your stay at my Airbnb!"
Zachi,12/26/16,within an hour,108514926,
Zachi,8/22/18,within an hour,211225279,
Zachi,8/22/18,within an hour,211225279,
Zachi,8/22/18,within an hour,211225279,
Zachi,8/22/18,within an hour,211225279,
Alex,2/7/16,within an hour,57792678,Love to travel and explore new places.  There's so much more to see out there. I want to see more.
Sunshine,1/13/19,within a day,236234443,"Hello, I am a world traveler. Planting seeds in my favorite parts of the world. It is a pleasure to share my homes with people from all over the world. Welcome "
Sunshine,1/13/19,within a day,236234443,"Hello, I am a world traveler. Planting seeds in my favorite parts of the world. It is a pleasure to share my homes with people from all over the world. Welcome "
Sunshine,1/13/19,within a day,236234443,"Hello, I am a world traveler. Planting seeds in my favorite parts of the world. It is a pleasure to share my homes with people from all over the world. Welcome "
Sunshine,1/13/19,within a day,236234443,"Hello, I am a world traveler. Planting seeds in my favorite parts of the world. It is a pleasure to share my homes with people from all over the world. Welcome "
Christina,9/7/16,within an hour,94063560,California native and Ole Miss alum now living in Dallas. Love exploring new places and hosting people as often as I can. 
Ashley,1/14/19,within a few hours,236610068,
Amon Mills Hans Kelvi,6/5/16,N/A,75946268,
Tom,7/5/16,within a few hours,81834325,
Gabriel,8/24/14,N/A,20454667,"International explorer, traveler,  real estate investor, polyglot, fitness enthusiast, writer, student."
Staycay,10/8/18,N/A,219470672,"We are Staycay!  Dedicated to improving the experience of traveling and lodging for our guests and their friends & families.

We love to travel and experience new places, cultures, people, food, art, live music, entertainment and attractions. Our love for travel and creating new memories, empowers our mission to provide living space for others to create memories and experiences together!

Check us out on Instagram @Staycay"
Sean,3/31/17,within an hour,123649125,I like to travel and I like to meet positive people. 
Taylor,3/19/17,within an hour,121544944,"My wife, Malyssa, and I make up the hosting team.  

We are experienced Airbnb hosts, having managed multiple residential properties since early 2017. We are located in Old East Dallas, and pride ourselves on our responsiveness. 

We strive to make your stay as easy, care-free, and comfortable as possible. Please let us know if you have any special requests or requirements and we will do our best to accommodate you. 

Follow our listings:
@staywithmeek

https://linktr.ee/staywithmeek "
Lizhen Jocelyn,1/27/19,within an hour,239368401,"We are a young family originally from Singapore (a tiny red dot on the map between Malaysia and Indonesia), but we now call Dallas, TX home. 

Nelson's a software developer and worked on hollywood block-buster movies in a previous life, while Jocelyn is a gifted designer who loves calligraphy and now has a full-time job of taking care of the family and home, while being an airbnb hostess.

We are slowly transforming our duplex property near Dallas' amazing White Rock Lake into a home that we love to be in and to share with others because we believe we don't own anything but are entrusted to faithfully steward it.

We love: Singapore! It’s history, FOOD and ethnic cultures. Homesteading, Picnics, Watermark Community Church, Serving others in some way or form. Traveling, TEAS - A good cuppa tea paired with English scones or Mooncakes paired with Chinese Tea. Boba Teas too! "
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Zachi,12/26/16,within an hour,108514926,
Wasif,5/11/14,within an hour,15376430,"Dallas>Sydney>London>Dubai>Brooklyn>Dallas

World traveler who has landed back in Dallas! Love to travel and glad to welcome you to my home! I was raised in Dallas so have plenty of recommendations on things to do and places to go and eat. 

There are tons of great restaurant options here and lots to do when the sun is shining which seems to be all the time! I will be happy to guide you along the way and have a nice list of recommendations in the room on restaurants and bars/nightlife. "
Steve,12/26/15,within a few hours,52313523,
Diane,2/8/19,within an hour,241956903,
Martha,2/9/19,within an hour,242121488,
Leonard,2/9/19,within an hour,242162552,Active construction manager and engineering consultant. I am very friendly and enjoy meeting new people. I like to be helpful to new people in the area to navigate around Dallas and Fort Worth. I would like my rental to be a home away from home and for renters to really enjoy their stay. I have an interest in architecture and enjoy seeing new cities and countries and I have done a lot of traveling. 
Audie,3/13/15,within an hour,29282195,"Hi.  Welcome to my home.  I hope you enjoy it as much as I do!
  "
Pauline,10/21/18,a few days or more,221928217,"We are an easy going former Corporate Creatives who enjoys traveling, gardening, cooking and hiking and spending time at White Rock Lake with my rescue pup.  We are passionate about animals and like meeting new people and learning about their journey.  We are open to interacting as much or as little as you would like during your stay.  It is important that you are comfortable and relaxed during your visit.  We could not live with out Mexican food so can help you find some of the best in the area as well as other types of cuisine. "
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Anj,8/19/15,within an hour,41923076,"I've been a fan of Airbnb since I first stayed at a property abroad. 
I'm grateful to a small team of professionals who make this all possible and who have a passion for providing a great home away from home!	
We look forward to hosting you!"
Sean,3/31/17,within an hour,123649125,I like to travel and I like to meet positive people. 
Faye,1/30/14,within a day,11775451,"I love community, nature, art, travel and all things charming or delicious (mostly veggies). I live and play in the North Oak Cliff neighborhood of Dallas and teach at a mindfulness-based elementary school up the street."
Danielle,7/2/14,within an hour,17547410,"Hello! I'm a travel fanatic and love seeing the world. I have a passion for learning about other cultures, trying different cuisines, and exploring art, architecture, music, and nightlife of various cities around the world. My desire for adventure and entertainment has afforded me opportunities to visit four continents and multiple countries. I look forward to discovering all the unique characteristics your city has to offer!"
Ryan,10/7/14,within a few hours,22255852,
Zachi,8/22/18,within an hour,211225279,
Zachi,8/22/18,within an hour,211225279,
Zachi,12/26/16,within an hour,108514926,
