restaurant_id,restaurant_name,cuisine,city,state,address,phone_number,email,delivery_available,seating_capacity,opening_hours,has_wifi,has_outdoor_seating,payment_methods,parking_available,alcohol_served,reservation_required,music_type,health_rating,has_kids_menu
9000000233,"Mitchell, Shelton and Reyes Grill",Chinese,New Daniel,Massachusetts,910 Danielle Port,(344) 959-6293,mitchellsheltonandreyesgrill@gmail.com,No,80,1:00 PM - 10:00 PM,No,Yes,"Credit Card, Google Pay",Yes,Yes,Yes,None,97,No
9000000234,"Kirby, Brown and Villegas Bar",Italian,Toniside,Texas,51994 Perez Views Apt. 083,(200) 451-1727,kirbybrownandvillegasbar@gmail.com,Yes,80,11:00 AM - 11:00 PM,Yes,No,"Cash, Credit Card",Yes,Yes,No,Instrumental,94,Yes
9000000235,"Anthony, Holmes and Wallace Bar",Thai,Greenmouth,Wyoming,924 Brewer Burg,(882) 323-4933,anthonyholmesandwallacebar@gmail.com,Yes,80,9:00 AM - 5:00 PM,No,Yes,"Credit Card, Apple Pay",No,Yes,No,Jazz,81,Yes
9000000236,"Greer, Powell and Jones Cafe",Indian,Matthewmouth,North Carolina,93034 Wilson Landing Apt. 625,(800) 447-3060,greerpowellandjonescafe@gmail.com,Yes,40,12:00 PM - 9:00 PM,No,No,"Credit Card, Google Pay",No,No,No,Live,83,No
9000000237,Wilkerson-Moon Bistro,Vegan,West Nancy,Massachusetts,56951 Lewis Village,(814) 491-8567,wilkerson-moonbistro@gmail.com,No,20,1:00 PM - 10:00 PM,No,No,All Methods,Yes,No,No,Instrumental,97,Yes
9000000238,Glass-Ramos Diner,Greek,Stephaniemouth,Minnesota,517 Stephanie River Suite 408,(986) 904-3837,glass-ramosdiner@gmail.com,No,60,9:00 AM - 5:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,No,No,Live,81,No
9000000239,Miller-Harris Cafe,French,Ashleyberg,Minnesota,4169 Simmons Unions Suite 893,(401) 927-7688,miller-harriscafe@gmail.com,No,20,7:00 AM - 3:00 PM,Yes,No,"Cash, Credit Card",Yes,No,No,Pop,100,No
9000000240,Medina-Knight Diner,French,North Johnny,Arkansas,9450 Kelly Camp Apt. 633,(452) 285-2364,medina-knightdiner@gmail.com,Yes,40,7:00 AM - 3:00 PM,Yes,No,"Credit Card, Apple Pay",No,No,No,None,85,No
9000000241,Atkins Ltd Bistro,American,Port Ernestshire,Colorado,3324 Smith Mount,(995) 213-9387,atkinsltdbistro@gmail.com,No,20,11:00 AM - 11:00 PM,Yes,Yes,Cash Only,No,No,No,Live,81,Yes
9000000242,Smith-Richards Cafe,Greek,New Michaelton,New Hampshire,0478 Deborah Tunnel Suite 590,(611) 373-3334,smith-richardscafe@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,No,All Methods,Yes,No,Yes,None,98,No
9000000243,Holland-Ramirez Bistro,Vegan,New Nicoleland,Wyoming,696 Hall Roads,(347) 424-8061,holland-ramirezbistro@gmail.com,No,60,12:00 PM - 9:00 PM,Yes,Yes,"Credit Card, Google Pay",No,No,Yes,Pop,94,Yes
9000000244,"Oliver, Simmons and Nguyen Diner",French,Lake Anthony,Alaska,010 Kristy Parks Apt. 392,(640) 202-5905,oliversimmonsandnguyendiner@gmail.com,No,60,1:00 PM - 10:00 PM,Yes,Yes,Credit Card Only,No,Yes,Yes,None,81,Yes
9000000245,Salas-Adams Bistro,Greek,Larsonstad,Kansas,228 Hayes Freeway,(420) 521-9552,salas-adamsbistro@gmail.com,No,40,1:00 PM - 10:00 PM,Yes,Yes,Credit Card Only,No,Yes,No,None,98,No
9000000246,Fox-Miles Grill,Italian,Cassandraside,Washington,83932 Hannah Fields Apt. 240,(789) 944-1662,fox-milesgrill@gmail.com,No,40,12:00 PM - 9:00 PM,Yes,No,Cash Only,Yes,No,No,Jazz,89,Yes
9000000247,"Todd, Archer and Spencer Bistro",Greek,Frankberg,Georgia,141 Amanda Terrace,(358) 788-6274,toddarcherandspencerbistro@gmail.com,Yes,80,12:00 PM - 9:00 PM,Yes,Yes,Credit Card Only,Yes,No,Yes,Jazz,100,Yes
9000000248,Rios-Davis Diner,Italian,New Katherine,Arkansas,656 Terry Lights Apt. 000,(985) 817-9808,rios-davisdiner@gmail.com,Yes,60,8:00 AM - 4:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,No,Yes,Live,83,Yes
9000000249,Mejia PLC Diner,Italian,Lunahaven,Utah,697 Jackson Mall Apt. 534,(662) 370-9081,mejiaplcdiner@gmail.com,No,40,10:00 AM - 10:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",No,Yes,No,Live,86,Yes
9000000250,Farmer-Thomas Bistro,Chinese,Cheyennemouth,Oklahoma,32943 Adams Island,(342) 507-7998,farmer-thomasbistro@gmail.com,No,20,10:00 AM - 10:00 PM,Yes,Yes,"Credit Card, Google Pay",No,No,Yes,Jazz,87,Yes
9000000251,Butler Inc Bar,Japanese,Gravesport,Kansas,6137 Ward Harbor,(608) 687-5635,butlerincbar@gmail.com,No,60,12:00 PM - 9:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,No,No,None,96,No
9000000252,Brown-Davenport Bar,Vegan,Jimenezburgh,,623 Smith Tunnel Apt. 850,(982) 886-6165,brown-davenportbar@gmail.com,Yes,80,11:00 AM - 11:00 PM,No,No,"Credit Card, Google Pay",Yes,Yes,No,Live,84,Yes
9000000253,Reed and Sons Bar,Indian,South Cameronmouth,Missouri,5586 Jason Divide,(468) 800-9540,reedandsonsbar@gmail.com,Yes,20,9:00 AM - 5:00 PM,Yes,No,All Methods,Yes,Yes,No,Jazz,100,Yes
9000000254,"Horne, Murray and Beck Diner",Indian,North Kenneth,Indiana,610 Hill Summit,(243) 989-8559,hornemurrayandbeckdiner@gmail.com,No,60,10:00 AM - 10:00 PM,No,Yes,"Cash, Credit Card",No,No,Yes,Pop,92,No
9000000255,Chavez-Sullivan Bistro,Mexican,Chambersburgh,West Virginia,3913 Stanley Ramp,(458) 641-7854,chavez-sullivanbistro@gmail.com,No,100,8:00 AM - 4:00 PM,No,No,All Methods,No,Yes,No,None,81,Yes
9000000256,"Robbins, Smith and Moore Bistro",Chinese,East Jessicamouth,Oklahoma,5241 Perez Walk Suite 250,(865) 450-8643,robbinssmithandmoorebistro@gmail.com,Yes,100,12:00 PM - 9:00 PM,Yes,No,"Credit Card, Apple Pay",No,Yes,No,Pop,82,No
9000000257,Scott-Pierce Kitchen,Italian,North Matthewfort,Ohio,5334 Steven Fork,(849) 528-8615,scott-piercekitchen@gmail.com,Yes,20,8:00 AM - 4:00 PM,No,Yes,"Google Pay, Cash",No,Yes,Yes,None,98,No
9000000258,"Moran, Obrien and Brown Cafe",Vegan,Port Erin,Arizona,737 Kathryn Village,(878) 246-5739,moranobrienandbrowncafe@gmail.com,No,40,8:00 AM - 4:00 PM,No,No,Credit Card Only,Yes,No,No,Live,100,Yes
9000000259,Bowers and Sons Diner,Vegan,New Sharon,Nebraska,322 Smith Flat,(941) 686-9460,bowersandsonsdiner@gmail.com,Yes,40,12:00 PM - 9:00 PM,No,Yes,"Credit Card, Google Pay",Yes,No,Yes,Pop,95,Yes
9000000260,"Brown, Ferguson and David Grill",Japanese,Timothyland,Ohio,9225 King Causeway,(527) 272-3896,brownfergusonanddavidgrill@gmail.com,No,40,12:00 PM - 9:00 PM,Yes,Yes,"Credit Card, Google Pay",No,No,No,Live,89,Yes
9000000261,"Anderson, Hall and Shepard Grill",Chinese,Krystaltown,Pennsylvania,8508 Baker Plains,(537) 932-3057,andersonhallandshepardgrill@gmail.com,No,40,12:00 PM - 9:00 PM,Yes,No,"Cash, Credit Card",Yes,No,Yes,None,100,Yes
9000000262,Foster PLC Kitchen,Vegan,West Yvonne,,74608 Tyler Creek,(804) 552-3803,fosterplckitchen@gmail.com,No,100,11:00 AM - 11:00 PM,Yes,Yes,All Methods,No,Yes,Yes,None,80,Yes
9000000263,"Palmer, Gomez and Hines Bar",Indian,Kathleenstad,Missouri,659 Mary Harbor Apt. 907,(615) 696-8740,palmergomezandhinesbar@gmail.com,Yes,60,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card",No,Yes,No,Jazz,90,No
9000000264,Mclean-Monroe Bistro,Japanese,Danielfort,New Mexico,413 Jeffrey Lock Apt. 516,(858) 560-8653,mclean-monroebistro@gmail.com,No,60,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card",No,No,Yes,None,81,No
9000000265,"Lucas, Lopez and Smith Bistro",Indian,Cobbburgh,New Hampshire,7199 Anthony Underpass Apt. 054,(449) 817-1143,lucaslopezandsmithbistro@gmail.com,Yes,40,8:00 AM - 4:00 PM,No,No,"Google Pay, Cash",Yes,No,No,Instrumental,84,No
9000000266,Costa-Mcneil Kitchen,Mexican,New Kellishire,Maine,31974 White Estate,(385) 702-5357,costa-mcneilkitchen@gmail.com,Yes,40,7:00 AM - 3:00 PM,Yes,Yes,"Google Pay, Cash",Yes,Yes,No,Pop,87,Yes
9000000267,Ford Group Bistro,American,Butlerchester,South Dakota,461 Jeremiah Mission,(720) 391-9258,fordgroupbistro@gmail.com,Yes,20,10:00 AM - 10:00 PM,No,Yes,"Credit Card, Google Pay",Yes,No,No,Instrumental,86,No
9000000268,Daniels-Taylor Kitchen,Thai,West Russellfort,Washington,9821 Daniel Circles,(256) 946-8108,daniels-taylorkitchen@gmail.com,No,40,11:00 AM - 11:00 PM,No,Yes,Cash Only,Yes,No,Yes,None,83,No
9000000269,Anderson and Sons Grill,Italian,Reynoldstown,Arizona,7388 Cook Lake,(359) 984-1928,andersonandsonsgrill@gmail.com,No,20,11:00 AM - 11:00 PM,No,No,All Methods,No,No,Yes,Jazz,100,No
9000000270,Johns Ltd Cafe,Chinese,Alyssafort,Louisiana,915 Martin Turnpike Suite 616,(291) 522-5409,johnsltdcafe@gmail.com,No,60,7:00 AM - 3:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,No,No,Instrumental,85,No
9000000271,Cervantes PLC Cafe,Japanese,Jacksonport,Oklahoma,27621 Smith Views Suite 013,(862) 480-7847,cervantesplccafe@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,Yes,Cash Only,Yes,Yes,No,Live,85,Yes
9000000272,"Bowers, Carpenter and Strong Bistro",Mexican,New Sarah,Kentucky,1402 Donna Extensions Suite 015,(468) 778-1909,bowerscarpenterandstrongbistro@gmail.com,Yes,20,1:00 PM - 10:00 PM,No,Yes,"Google Pay, Cash",No,No,No,None,90,Yes
9000000273,Crosby LLC Diner,Chinese,Goodwintown,Oklahoma,5146 Dennis Path Apt. 611,(472) 829-6833,crosbyllcdiner@gmail.com,No,100,9:00 AM - 5:00 PM,No,No,Credit Card Only,No,Yes,Yes,None,84,Yes
9000000274,Wallace-Young Bistro,Vegan,Millermouth,Michigan,672 George Route Apt. 012,(705) 662-1170,wallace-youngbistro@gmail.com,Yes,80,10:00 AM - 10:00 PM,Yes,No,"Google Pay, Cash",No,Yes,Yes,None,91,No
9000000275,Jones PLC Bar,Indian,Alvaradotown,Virginia,5793 Gerald Club Apt. 598,(987) 588-5342,jonesplcbar@gmail.com,No,80,9:00 AM - 5:00 PM,No,Yes,"Cash, Credit Card",Yes,No,Yes,None,86,Yes
9000000276,"Flynn, Mcintosh and Garcia Cafe",Japanese,Nelsontown,Oregon,88161 Smith Creek,(444) 200-1488,flynnmcintoshandgarciacafe@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,Yes,"Cash, Credit Card",Yes,Yes,Yes,Instrumental,83,Yes
9000000277,Thompson Ltd Kitchen,Greek,New Michaelburgh,Oregon,74877 Carolyn Stream Apt. 023,(313) 564-7610,thompsonltdkitchen@gmail.com,Yes,80,10:00 AM - 10:00 PM,No,Yes,"Google Pay, Cash",No,No,Yes,Live,85,Yes
9000000278,Walker-Torres Bar,Japanese,Lynnhaven,North Carolina,098 Harris Inlet,(418) 439-9944,walker-torresbar@gmail.com,Yes,100,12:00 PM - 9:00 PM,Yes,Yes,"Cash, Credit Card",No,Yes,Yes,None,100,No
9000000279,Schwartz-Swanson Bistro,Chinese,Stanleyshire,Hawaii,3396 Rachel Ford Apt. 796,(995) 207-6011,schwartz-swansonbistro@gmail.com,Yes,40,9:00 AM - 5:00 PM,No,Yes,All Methods,No,Yes,No,Live,85,Yes
9000000280,Chung-Burch Bistro,Chinese,Lake John,Nebraska,1999 Sean Parks,(638) 505-5836,chung-burchbistro@gmail.com,No,20,1:00 PM - 10:00 PM,Yes,Yes,"Credit Card, Apple Pay",Yes,Yes,No,Pop,96,No
9000000281,"Jennings, Scott and English Bar",Thai,Karentown,Maryland,613 Benjamin Loop,(899) 455-3915,jenningsscottandenglishbar@gmail.com,No,60,7:00 AM - 3:00 PM,Yes,No,"Cash, Credit Card",Yes,No,Yes,None,80,No
9000000282,Sutton-Hensley Grill,Greek,New Rachelmouth,Virginia,08272 Davis Rest,(737) 266-9017,sutton-hensleygrill@gmail.com,No,80,11:00 AM - 11:00 PM,No,No,"Credit Card, Google Pay",Yes,No,No,Jazz,96,No
9000000283,"Norman, Sellers and Wilson Bistro",Italian,Hubbardshire,Kansas,1538 Kane Gateway,(314) 343-7081,normansellersandwilsonbistro@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,Yes,Credit Card Only,Yes,No,No,Instrumental,86,No
9000000284,Parker-Gray Bistro,Vegan,New Veronicaview,Idaho,16839 Nathan Crest Apt. 283,(675) 464-9278,parker-graybistro@gmail.com,Yes,60,8:00 AM - 4:00 PM,Yes,Yes,Credit Card Only,No,Yes,No,Pop,84,Yes
9000000285,Khan Ltd Kitchen,Greek,Brandyberg,Wisconsin,392 Lester Courts Suite 590,(919) 492-7306,khanltdkitchen@gmail.com,Yes,60,1:00 PM - 10:00 PM,No,No,All Methods,Yes,Yes,No,Instrumental,94,No
9000000286,Bradley-Howell Grill,Vegan,Port Sarahberg,Iowa,132 Kimberly Burg,(440) 674-8273,bradley-howellgrill@gmail.com,Yes,80,7:00 AM - 3:00 PM,No,No,"Credit Card, Google Pay",No,Yes,No,None,91,No
9000000287,White-Osborn Grill,Italian,Thomasville,California,2059 Hunt Plains,(813) 484-1806,white-osborngrill@gmail.com,Yes,100,8:00 AM - 4:00 PM,No,Yes,Cash Only,No,No,No,None,100,Yes
9000000288,Russell LLC Kitchen,Japanese,Crossville,Utah,32385 Samuel Squares,(597) 701-6440,russellllckitchen@gmail.com,No,60,10:00 AM - 10:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,Yes,Yes,None,98,No
9000000289,Cain Group Cafe,Thai,North Brianburgh,Texas,3143 Kathleen Mall,(867) 858-4278,caingroupcafe@gmail.com,Yes,60,9:00 AM - 5:00 PM,No,No,All Methods,Yes,Yes,Yes,Pop,94,Yes
9000000290,Smith-Bowen Diner,Thai,East Jeffreyville,Idaho,4830 Brian Fields,(665) 624-6758,smith-bowendiner@gmail.com,Yes,80,1:00 PM - 10:00 PM,Yes,No,Cash Only,No,Yes,No,Jazz,84,Yes
9000000291,"Simpson, Schroeder and Williams Bar",American,Andreborough,Ohio,89094 Lawson Point,(693) 702-3869,simpsonschroederandwilliamsbar@gmail.com,Yes,100,11:00 AM - 11:00 PM,Yes,No,"Cash, Credit Card, Apple Pay",No,Yes,No,Jazz,82,No
9000000292,"Howard, Young and Cervantes Diner",Mexican,Lake Jacksonmouth,California,3798 Alexander Island,(617) 785-7081,howardyoungandcervantesdiner@gmail.com,No,40,10:00 AM - 10:00 PM,Yes,No,"Credit Card, Google Pay",No,No,Yes,Live,98,Yes
9000000293,Gonzalez Group Bistro,Greek,West Jermaineside,North Dakota,99049 White Ferry,(878) 684-6989,gonzalezgroupbistro@gmail.com,Yes,20,12:00 PM - 9:00 PM,No,Yes,Cash Only,No,Yes,Yes,Pop,97,Yes
9000000294,Hubbard and Sons Grill,Mexican,South Maria,Idaho,11959 Daniel Ports,(549) 462-6870,hubbardandsonsgrill@gmail.com,Yes,100,1:00 PM - 10:00 PM,Yes,No,"Credit Card, Google Pay",Yes,No,Yes,Live,86,Yes
9000000295,"Townsend, Hoffman and Morris Grill",Greek,Whitefurt,Nevada,33858 Christopher Causeway,(492) 435-7935,townsendhoffmanandmorrisgrill@gmail.com,No,20,7:00 AM - 3:00 PM,Yes,No,Credit Card Only,No,Yes,Yes,None,96,No
9000000296,Drake Inc Bar,Italian,East Phillipland,New Jersey,80146 Michael Forges Suite 739,(962) 596-9745,drakeincbar@gmail.com,No,100,11:00 AM - 11:00 PM,Yes,No,Cash Only,No,Yes,Yes,Jazz,85,No
9000000297,Hunt Group Bar,Italian,Lake Roberta,Colorado,9744 Bailey Land,(534) 687-6800,huntgroupbar@gmail.com,No,100,7:00 AM - 3:00 PM,No,Yes,Credit Card Only,No,Yes,Yes,None,97,Yes
9000000298,Alexander PLC Diner,Japanese,Woodmouth,Arizona,3078 Patrick Trafficway,(803) 932-5336,alexanderplcdiner@gmail.com,Yes,100,10:00 AM - 10:00 PM,Yes,No,"Credit Card, Google Pay",No,No,No,Jazz,82,No
9000000299,Fisher LLC Bar,French,Edwardside,Rhode Island,6549 Anderson Isle,(468) 821-8660,fisherllcbar@gmail.com,No,40,12:00 PM - 9:00 PM,Yes,No,Cash Only,No,No,No,Jazz,83,Yes
9000000300,Mendoza-Bishop Grill,Japanese,Staceyview,Vermont,41578 Joyce Cape Apt. 285,(944) 913-1973,mendoza-bishopgrill@gmail.com,No,100,9:00 AM - 5:00 PM,Yes,No,"Credit Card, Google Pay",Yes,Yes,No,Live,93,Yes
9000000301,"Romero, Miller and Shelton Grill",Mexican,Salazarland,New Hampshire,4242 Gail Crossing Apt. 919,(379) 278-1707,romeromillerandsheltongrill@gmail.com,No,60,7:00 AM - 3:00 PM,Yes,Yes,All Methods,No,No,Yes,Live,86,Yes
9000000302,Stephens-Barrera Bistro,Italian,Leslieburgh,Rhode Island,873 Nunez Route,(224) 456-3303,stephens-barrerabistro@gmail.com,Yes,20,10:00 AM - 10:00 PM,No,Yes,"Cash, Credit Card",No,No,No,Instrumental,94,No
9000000303,Horn LLC Bar,Vegan,West Kimberlyland,Kentucky,66316 Susan Islands Apt. 696,(512) 519-2760,hornllcbar@gmail.com,Yes,60,9:00 AM - 5:00 PM,No,Yes,Credit Card Only,Yes,Yes,No,Jazz,92,No
9000000304,Jenkins-Cunningham Cafe,Japanese,Howardberg,Nevada,5097 Robert Locks,(278) 368-1064,jenkins-cunninghamcafe@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,Yes,"Cash, Credit Card, Apple Pay",No,Yes,Yes,Pop,100,No
9000000305,Leon PLC Bar,Vegan,Natalieshire,Washington,9544 Rivera Gateway,(411) 446-5395,leonplcbar@gmail.com,Yes,60,1:00 PM - 10:00 PM,No,No,"Cash, Credit Card",Yes,Yes,No,Jazz,81,No
9000000306,Hernandez-Robinson Bar,Thai,Wilsonport,Pennsylvania,3410 Wallace Hill Apt. 939,(618) 472-3887,hernandez-robinsonbar@gmail.com,No,20,12:00 PM - 9:00 PM,No,No,"Credit Card, Google Pay",Yes,No,No,Jazz,80,No
9000000307,"Morris, Ramos and Bishop Diner",Indian,Lewisport,North Dakota,85641 Christine Court,(589) 878-2628,morrisramosandbishopdiner@gmail.com,No,60,9:00 AM - 5:00 PM,Yes,No,"Credit Card, Google Pay",Yes,No,No,Jazz,94,No
9000000308,"Hardy, May and Matthews Bar",French,East Caitlinside,Florida,355 Robert River,(550) 530-1818,hardymayandmatthewsbar@gmail.com,Yes,40,7:00 AM - 3:00 PM,No,Yes,"Credit Card, Apple Pay",No,No,No,Instrumental,86,No
9000000309,"Wilson, Odonnell and Rodriguez Grill",Vegan,Gregoryburgh,New Hampshire,389 Tiffany Rapids Suite 750,(546) 857-6860,wilsonodonnellandrodriguezgrill@gmail.com,Yes,100,8:00 AM - 4:00 PM,No,No,All Methods,Yes,No,No,None,83,Yes
9000000310,Ross-Nelson Diner,American,Carrollstad,Oklahoma,672 Eddie Freeway Suite 164,(493) 457-1783,ross-nelsondiner@gmail.com,Yes,100,12:00 PM - 9:00 PM,Yes,Yes,"Credit Card, Apple Pay",No,No,Yes,Instrumental,93,Yes
9000000311,Austin-Guerrero Kitchen,Indian,Joshuamouth,Arkansas,01341 Lopez Fords Suite 741,(999) 421-8685,austin-guerrerokitchen@gmail.com,Yes,60,8:00 AM - 4:00 PM,No,Yes,Credit Card Only,No,No,No,Instrumental,82,No
9000000312,"Perry, Martin and Doyle Bar",Italian,West Joseph,Louisiana,5213 Maria Brook Suite 974,(564) 450-4145,perrymartinanddoylebar@gmail.com,No,80,10:00 AM - 10:00 PM,Yes,Yes,"Google Pay, Cash",No,Yes,Yes,Instrumental,89,Yes
9000000313,Stephenson-Brown Cafe,Mexican,Larsenfort,Florida,57703 Jasmine Common Apt. 499,(588) 289-1032,stephenson-browncafe@gmail.com,Yes,80,11:00 AM - 11:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,Yes,Yes,None,84,No
9000000314,Jones Ltd Cafe,Mexican,Burgessstad,Oregon,1530 James Inlet Suite 429,(775) 981-2656,jonesltdcafe@gmail.com,No,60,1:00 PM - 10:00 PM,Yes,Yes,"Cash, Credit Card, Apple Pay",Yes,Yes,Yes,Pop,88,No
9000000315,Hernandez LLC Kitchen,American,Ortizview,South Dakota,1605 Cory Route Apt. 869,(795) 275-6146,hernandezllckitchen@gmail.com,Yes,40,8:00 AM - 4:00 PM,Yes,No,All Methods,Yes,Yes,Yes,None,89,No
9000000316,"Rivera, Lambert and Fuentes Kitchen",American,East Kenneth,California,894 Phyllis Turnpike,(794) 256-3794,riveralambertandfuenteskitchen@gmail.com,No,80,10:00 AM - 10:00 PM,No,Yes,Cash Only,Yes,No,No,None,86,Yes
9000000317,"Flynn, Erickson and Roth Bar",Chinese,Davidview,Washington,9829 Hansen Union,(533) 619-2061,flynnericksonandrothbar@gmail.com,No,40,7:00 AM - 3:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,Yes,Yes,None,97,Yes
9000000318,Estrada-Chan Cafe,Greek,Wilsonhaven,North Dakota,84320 Bowers Terrace,(351) 365-8178,estrada-chancafe@gmail.com,No,20,8:00 AM - 4:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,No,Yes,None,98,Yes
9000000319,"Chandler, Ramirez and Byrd Grill",Italian,New Mark,Washington,13186 Christopher Hills Suite 386,(503) 708-6698,chandlerramirezandbyrdgrill@gmail.com,No,80,7:00 AM - 3:00 PM,No,No,All Methods,Yes,Yes,Yes,None,81,Yes
9000000320,Mitchell-Adams Diner,Mexican,North Amber,Michigan,339 William Keys Suite 011,(963) 301-3059,mitchell-adamsdiner@gmail.com,No,40,7:00 AM - 3:00 PM,Yes,No,"Google Pay, Cash",No,Yes,No,Instrumental,93,Yes
9000000321,Long-Wade Kitchen,Mexican,Chavezshire,Michigan,496 Parker Manors,(723) 893-1677,long-wadekitchen@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,No,Cash Only,Yes,Yes,No,Live,98,Yes
9000000322,Ingram LLC Diner,American,East Jameshaven,Vermont,30299 Bryant Cliff,(483) 686-9166,ingramllcdiner@gmail.com,Yes,100,7:00 AM - 3:00 PM,Yes,Yes,"Cash, Credit Card",Yes,No,No,Live,90,No
9000000323,"Mccoy, Salinas and Henry Bistro",Thai,South Mindy,Nebraska,519 Catherine Curve,(676) 239-6422,mccoysalinasandhenrybistro@gmail.com,Yes,20,11:00 AM - 11:00 PM,No,Yes,"Credit Card, Apple Pay",Yes,No,Yes,Pop,84,No
9000000324,"Martin, Young and Nguyen Cafe",Greek,Coryview,Indiana,81310 Price Underpass Suite 243,(918) 538-9960,martinyoungandnguyencafe@gmail.com,No,40,9:00 AM - 5:00 PM,Yes,Yes,Credit Card Only,No,No,Yes,None,89,Yes
9000000325,"Matthews, Cooper and Howell Grill",Mexican,South Cheryl,Kentucky,242 Perry Glen Apt. 875,(878) 369-4484,matthewscooperandhowellgrill@gmail.com,No,100,8:00 AM - 4:00 PM,Yes,No,"Cash, Credit Card, Apple Pay",No,Yes,No,Pop,91,Yes
9000000326,Santos-Kennedy Bar,French,Erinland,Kentucky,39635 Wagner Village,(260) 256-7619,santos-kennedybar@gmail.com,No,80,7:00 AM - 3:00 PM,No,Yes,All Methods,No,Yes,No,Pop,86,Yes
9000000327,Nguyen-Waller Grill,Italian,Lake Devin,New Jersey,0773 Misty Fort,(404) 490-1159,nguyen-wallergrill@gmail.com,Yes,60,8:00 AM - 4:00 PM,Yes,No,Cash Only,Yes,Yes,Yes,Jazz,95,Yes
9000000328,Myers-Lamb Kitchen,Thai,Lake Lisafurt,Idaho,87514 Harris Inlet,(949) 855-3794,myers-lambkitchen@gmail.com,Yes,80,12:00 PM - 9:00 PM,Yes,No,"Credit Card, Apple Pay",Yes,Yes,No,Jazz,88,No
9000000329,Camacho-Hernandez Kitchen,Thai,Doyleberg,Arizona,837 Thompson Glen Apt. 928,(461) 342-9101,camacho-hernandezkitchen@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,No,"Cash, Credit Card, Apple Pay",No,Yes,Yes,Jazz,97,No
9000000330,Neal-Garcia Bar,Japanese,Brandonfurt,South Carolina,86481 Jean Heights,(223) 751-1706,neal-garciabar@gmail.com,No,80,12:00 PM - 9:00 PM,Yes,No,"Cash, Credit Card, Apple Pay",Yes,No,Yes,Jazz,94,Yes
9000000331,Gardner LLC Grill,Greek,Davischester,Maine,64582 Romero Spring,(987) 208-7001,gardnerllcgrill@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,No,"Google Pay, Cash",No,Yes,Yes,Instrumental,80,No
9000000332,"Waters, Marquez and Wilson Bar",French,Jamesburgh,Vermont,53604 Gonzalez Road Apt. 149,(363) 687-6074,watersmarquezandwilsonbar@gmail.com,Yes,100,10:00 AM - 10:00 PM,Yes,Yes,Cash Only,Yes,Yes,No,Instrumental,80,No
9000000333,Moran LLC Bar,Indian,Katherinemouth,Missouri,402 Crystal Plain,(336) 677-8896,moranllcbar@gmail.com,Yes,20,12:00 PM - 9:00 PM,Yes,No,"Credit Card, Apple Pay",Yes,Yes,No,Live,94,No
9000000334,Vega PLC Bar,Japanese,Port Dylan,Connecticut,5466 Sims Island,(380) 860-4240,vegaplcbar@gmail.com,No,40,7:00 AM - 3:00 PM,No,No,Cash Only,Yes,No,Yes,Live,80,No
9000000335,"Benjamin, Ruiz and King Grill",Chinese,Lake Jillian,New Jersey,3937 Eric Estates Apt. 531,(589) 968-2523,benjaminruizandkinggrill@gmail.com,Yes,80,9:00 AM - 5:00 PM,Yes,No,Cash Only,Yes,No,No,Jazz,85,Yes
9000000336,"King, Anderson and Marshall Bistro",Mexican,West Julieton,South Carolina,978 Veronica Views,(257) 426-7671,kingandersonandmarshallbistro@gmail.com,Yes,80,9:00 AM - 5:00 PM,Yes,Yes,"Credit Card, Apple Pay",Yes,Yes,Yes,Live,89,No
9000000337,"Gonzales, Jackson and Mcclure Kitchen",Indian,Port Amanda,Louisiana,530 Jamie Ways Suite 980,(741) 526-7240,gonzalesjacksonandmcclurekitchen@gmail.com,Yes,40,11:00 AM - 11:00 PM,No,No,"Cash, Credit Card, Apple Pay",Yes,Yes,Yes,Live,95,Yes
9000000338,Nguyen PLC Kitchen,Greek,Port Carolberg,Florida,4422 Jones Lodge,(700) 674-7953,nguyenplckitchen@gmail.com,No,40,7:00 AM - 3:00 PM,Yes,Yes,"Credit Card, Google Pay",Yes,Yes,No,Live,80,No
9000000339,Martinez-Wiley Grill,Chinese,South Maryfurt,Nebraska,810 Carroll Plains Suite 052,(279) 643-9471,martinez-wileygrill@gmail.com,Yes,80,11:00 AM - 11:00 PM,Yes,No,Credit Card Only,Yes,Yes,Yes,Jazz,88,Yes
